"Дата","Название","ИНН","Адрес","Сайт","Признаки, установленные Банком России","Деятельность прекращена","Дополнительно"
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ДИНАМИКА""","7707389930","127473, г. Москва, ул. Достоевского, д. 21, эт. 2, каб. 6",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ДОБРОКАССА""","3805729659","665712, Иркутская обл., г. Братск, жилрайон Падун, ул. Гидростроителей, д. 23А, кв. 3",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ДОЗП""","2204085461","659316, Алтайский край, г. Бийск, ул. Михаила Ломоносова, д. 52 офис 1","dozp22.ru","Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ДОН-СТАБ-ФИНАНС""","6168088253","347250, Ростовская обл., г. Константиновск, ул. Комарова, д. 70-А","donstabfinance.ulcraft.com","Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ДОСТУПНЫЙ ЗАЙМ 58""","5838014297","442960, Пензенская обл., г. Заречный, ул. Строителей, дом 2, квартира 66",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ДОСТУПНЫЙ ЗАЙМ ДВ""","2508122387","692913, Приморский край, г. Находка, ул. Молодежная, д. 8","d-zaim.ru","Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ДУБ""","3241014407","243140, Брянская обл., г. Клинцы, пр-т Ленина, д. 66, кв. 4",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ДЭКО""","2460103922","660001, Красноярский край, г. Красноярск, ул. Копылова, д. 17, пом. 230",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ЕДИНАЯ ИНВЕСТИЦИОННАЯ ПЛАТФОРМА""","5407972288","630004, Новосибирская обл., г. Новосибирск, ул. Ленина, д. 52, офис 205","mkk-eip.ru","Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""Ё-КРЕДИТ""","4909111700","685000, Магаданская обл., г. Магадан, ул. Пролетарская, д. 43 офис 1",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ЖЕЛДОРЗАЙМ""","7708247544","105066, г. Москва, ул. Красносельская Нижн., д. 40/12, корп. 20, эт. 9, пом. 5Б","zheldorzaim.ru, dorprof.ru, zheldorstrah.ru, dorzaim.ru","Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ЗАЙМ РУБИН ПРИМОРЬЕ""","2512306570","692881, Приморский край, г. Фокино, ул. Карла Маркса, д. 25А кв. 57","zaimrubinprimorie.ru","Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ЗАЙМВМИГ""","3528301185","162624, Вологодская обл., г. Череповец, ул. Олимпийская, д. 19","zaimvmig.ru","Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ЗАЙМИ ТУТ""","7814769775","194044, г. Санкт-Петербург, Большой Сампсониевский пр., д. 31, лит. А, пом. 2-Н, часть 70","zaimtut24.ru","Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ЗАЙМ-ТАЙМ"" ","6950220870","170034, Тверская обл., г. Тверь, пр-т Чайковского, д. 23, оф. 4",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ЗАЙМЫ ТУТ""","5610228164","460000, Оренбургская обл., г. Оренбург, ул. 8 Марта, д. 38",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ЗАНАЧКА""","5919020877","618540, Пермский край г. Соликамск, ул. 20-летия Победы, дом 119, офис 1","заначка-займ.рф","Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ЗАХАРЬЕВСКАЯ 15""","7841066002","191123, г. Санкт-Петербург, ул. Захарьевская, д.15, литер А, помещение 7Н",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ЗВГ КАПИТАЛ""","2223968600","656049, Алтайский край , г. Барнаул, переулок Ядринцева, д. 82",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ЗЕЛЕНЫЙ ГОРОД""","3528240038","162604, Вологодская область, г. Череповец, ул. Городского Питомника, д. 3, оф. 7К",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ЗЕЛЕНЫЙ КЛЕВЕР""","2503036818","692801, Приморский край, г. Большой Камень, ул. Приморского Комсомола, д. 3А пом. 7","zeleniy-clever.ru","Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ЗЛАТЫЙ ШЕКЕЛЬ""","8602287041","628406, Ханты-Мансийский автономный округ, г. Сургут, ул. Университетская, д. 11, кв. 428",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ЗОЛОТОЙ КАПИТАЛ""","5453007035","632125, Новосибирская обл, Татарский район, г. Татарск, ул. Ленина, д. 110 кв. 1",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ЗОЛОТОЙ ТАЛЕР""","9717063875","129337, г. Москва, ул. Вешних Вод, д. 14, эт. 3, пом. 1, комн. Б, 16","zolotoytaler.ru","Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ИЗУМРУД""","1656066705","420088, Республика Татарстан, г. Казань, ул. Журналистов, дом 56, офис 208",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ИМПЕРИАЛ""","8602290502","628403, Ханты-Мансийский автономный округ, г. Сургут, 50 лет ВЛКСМ ул., д. 5, кв. 89",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ИНВЕСТ РЯЗАНЬ""","6234131120","390006, Рязанская обл., г. Рязань, ул. Грибоедова, д. 20, пом. Н9","invest62.ru","Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ИНСАЙТ""","2308204674","350059, Краснодарский край, г. Краснодар, ул. 1-го Мая, д. 298, помещение 5","mkk-insait.ru","Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ИНФОФИНАНС""","7704445418","127521, г. Москва, ул. Шереметьевская, д. 47, эт. 6, комн. 40",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ИСТОЧНИК ДЕНЕГ""","6673165688","620027, Свердловская обл., г. Екатеринбург, ул. Короленко, д. 6, оф. 54",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ИСТОЧНИК"" ","0220024279","452530, Республика Башкортостан, Дуванский район, село Месягутово, ул. Промышленная, дом 9, корпус 7",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""КЕСЕФ""","5407972344","630099, Новосибирская обл., г. Новосибирск, ул. Советская, д. 65, офис 24",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""КИТОЙ""","3801146790","665816, Иркутская обл., г. Ангарск, ул. Норильская (Старица Мкрн), д. 45",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""КОЖУЛЪ""","2457083480","663302, Красноярский край, г. Норильск, ул. Комсомольская, д. 31, офис 615",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""КОРОНА""","3528266011","162612, Вологодская обл., г. Череповец, ул. Гоголя, д. 43",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""КОШЕЛЕК""","6619025523","623090, Свердловская обл., г. Нижние Серьги, ул. Дружбы, д. 4",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""КРАСНЫЙ ГИГАНТ""","2801251200","675000, Амурская обл., г. Благовещенск, ул. Чайковского, д. 49 кв. 23",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""КРЕДИТНЫЙ ДОМ ПАРТНЕРЪ""","4303006560","613200, Кировская обл., Белохолуницкий район, г. Белая Холуница, ул. Юбилейная, д. 15А",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""КРЕДИТНЫЙ ЦЕНТР МИР ФИНАНСОВ""","7602113011","105066, г. Москва, ул. Нижняя Красносельская, д. 35, стр. 9, цокольный эт., комн. 6","mirfinansov-cc.ru","Признаки ""финансовой пирамиды""",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""КРЕДИТ-САХА КАПИТАЛ""","1424009400","678290, Республика Саха (Якутия), Сунтарский улус, с. Сунтар, ул. Семена Сергеева, д. 17",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""КУРШЕВЕЛЬ""","7722391860","109044, г. Москва, ул. Крутицкий Вал, д. 26, стр. 2, эт./пом./комн. 7/I/15",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""КЭШЗАЙМ""","5260459500","603093, Нижегородская обл., г. Нижний Новгород, ул. Родионова, д. 171, офис 206",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ЛЕГКИЙ ЗАЙМ""","2452045353","662971, Красноярский край, г. Железногорск, ул. Парковая, д. 30, пом. 4",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ЛИДЕР РЫНКА""","5612172012","460036, Оренбургская обл., г. Оренбург, ул. Восточная, д. 31",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ЛИДЕР-М""","7455017875","455034, Челябинская обл., г. Магнитогорск, ул. 50-летия Магнитки, дом 31, квартира 50","lider-m74.ru","Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ЛИТТЛ-ФИНАНС""","3457000421","403115, Волгоградская обл., г. Урюпинск, ул. Октябрьская, д. 83",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""МАГФИНАНС""","4909131022","685099, Магаданская обл., г. Магадан, пр-т Ленина, д. 3, оф. 441Б.",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""МАКС.КРЕДИТ""","7801640661","191187, г. Санкт-Петербург, ул. Шпалерная, д. 8, лит. А, пом. 16-н","uran10.ru","Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""МАНИФИНАНС""","7810797860","196006, г. Санкт-Петербург, Лиговский пр., д. 254, лит. В, этаж/офис 4/407",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""МЕГАМАНИ""","1650247247","423820, Республика Татарстан, г. Набережные Челны, проспект им Мусы Джалиля, д. 20, офис 55",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""МЕЛЬНИЦА-СИБИРЬ""","7024023962","636019, Томская обл., г. Северск, ул. Ленина, д. 98 офис 66",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""МЕРКУРИЙ-ФИНАНС-ИНВЕСТ""","7017121341","636019, Томская обл., г. Северск, ул. Ленина, д. 98 офис 66",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""МИГОМДЕНЬГИ-ЦЕНТР""","7814642017","197374, г. Санкт-Петербург, ул. Беговая, д. 3, лит. А",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""МИЛИ""","7731415839","125009, г. Москва, ул. Тверская, д. 9, стр. 7, комн. 5",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""МИЛЛИОН ПЛЮС""","0255018847","452000, Республика Башкортостан, район Белебеевский, г. Белебей, ул. им. М.Г. Амирова, д. 7, корпус Б, кв. 74","million-plus.ru","Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""М-ИНВЕСТЗАЙМ""","2115905391","429911, Чувашская Республика, Цивильский район, пос. Опытный, ул. Центральная, д. 8","ooominvest.ru","Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""МИЧУРИНСКИЕ ЗАЙМЫ""","6827028959","393768, Тамбовская обл., г. Мичуринск, ул. Угловая, д. 18","mikrozaem68.ru","Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""МНОЖИТЕЛЬ""","9705093963","115054, г. Москва, ул. Пионерская Б., д. 4, оф. 1-8","cash-factor.ru","Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""МОБИУСПЕХ""","6623100004","622036, Свердловская обл., г. Нижний Тагил, ул. Юбилейная, д. 51А, оф. 27","займиуспех.рф","Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""МОНЕТНЫЙ ДВОР НН""","5251009311","607130, Нижегородская обл., Ардатовский район, рабочий поселок Ардатов, ул. Гайдара, 9",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""МОНЕТРИА""","7707412932","123112, г. Москва, Пресненская набережная, д. 12, эт. 44, оф. 4405.1","monetria.ru, mkk-zhemchug.ru, credit-xpress.ru","Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""МОЦАРТ""","7842153040","191167, г. Санкт-Петербург, пл. Александра Невского, д. 2, лит. Е, оф. 1010","mozart-finans.ru","Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""МУЛЬТИКРЕДИТ""","4345407563","610046, Кировская обл., г. Киров, ул. Захватаева, дом 23, офис 3",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""НАДОЗАЙМ-АСТРАХАНЬ""","3015115031","414000, Астраханская обл., г. Астрахань, ул. Ульяновых, д. 12/9/9 литер А1, пом.10",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""НЕБАНК""","2465326270","660135, Красноярский край, г. Красноярск, ул. Взлетная, д. 57 офис  10-2",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""НЗ ДЕНЬГИ""","6612048994","620034, Свердловская обл., г. Екатеринбург, пр. Ленина, д. 24, офис 430",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""НИКМАН""","5903139919","614000, Пермский край, г. Пермь, шоссе Космонавтов, д. 92, кв. 16",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""НОВЫЕ ФИНАНСОВЫЕ ИНИЦИАТИВЫ""","7724437126","115230, г. Москва, проезд Хлебозаводский, д. 7, стр. 9, эт. 8, пом. XV, комн. 18П РМ3А",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""НОВЫЙ ФОРМАТ""","1828025743","427433, Удмуртская Республика, г. Воткинск, ул. Энгельса, дом 31, офис 1",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""НТЦ ПРЕОБРАЖЕНИЕ""","7727320239","117186, г. Москва, ул. Нагорная, д. 15, корп. 8, эт. 1, пом. I, оф. 44",,"Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""НЬЮМАНИСЕРВИС"" (НМС)","2372014328","352900, Краснодарский край, г. Армавир, ул. Дзержинского, д. 60","nms-group.ru","Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ОНЗАЕМ""","7743720996","129164, г. Москва, Ракетный б-р, д. 16, оф. 512","iq-capital.ru, onzaem.ru","Признаки нелегального кредитора",0,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ОСБ АВГУСТ""","7814655224","197183, г. Санкт-Петербург, ул. Савушкина, д. 1/2, лит. А, пом. 2Н","osbtranshe.ru","Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ПАНДОРА""","2543114653","690087, Приморский край, г. Владивосток, ул. Луговая, д. 70, кв. 123","mkk-pandora.ru","Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ПЕРСОНАЛЬНЫЙ ЗАЙМ""","9729167332","129366, г. Москва, проспект Мира, д. 176, эт. 4, пом. I, комн. 41",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ПЕРФЕКТ""","9718073957","107023, г. Москва, ул. Электрозаводская, д. 20, стр. 7, оф. 102А","mkk-perfekt.ru","Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ПОТРЕБФИНАНС""","1016002076","186870, Республика Карелия, Суоярвский район, г. Суоярви, ул. Сосновая, д. 7",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ПРЕМИУМ""","3528276700","162626, Вологодская обл., г. Череповец, ул. Ленинградская, д. 17А, помещение 5Н",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ПРЕУМНОЖЕНИЕ""","7708348800","107140, г. Москва, туп. Краснопрудный Б., д. 8/12, эт. 0, пом. 2, К 4, оф. 42","antilopagold-mkk.ru","Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ПРК РУСИНВЕСТ""","2540251838","690091, Приморский край, г. Владивосток, ул. Пологая, д. 53, офис 501",,"Признаки нелегального кредитора",1,
2021-02-01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""РЕСУРСФИНАНС""","3015106559","414000, Астраханская обл., г. Астрахань, ул. Бабушкина, д. 60, каб. 14","rF30.ru","Признаки нелегального кредитора",0,
